image_id,color_hist_red_00,color_hist_red_01,color_hist_red_02,color_hist_red_03,color_hist_red_04,color_hist_red_05,color_hist_red_06,color_hist_red_07,color_hist_red_08,color_hist_red_09,color_hist_red_10,color_hist_red_11,color_hist_red_12,color_hist_red_13,color_hist_red_14,color_hist_red_15,red_mean,red_std,color_hist_green_00,color_hist_green_01,color_hist_green_02,color_hist_green_03,color_hist_green_04,color_hist_green_05,color_hist_green_06,color_hist_green_07,color_hist_green_08,color_hist_green_09,color_hist_green_10,color_hist_green_11,color_hist_green_12,color_hist_green_13,color_hist_green_14,color_hist_green_15,green_mean,green_std,color_hist_blue_00,color_hist_blue_01,color_hist_blue_02,color_hist_blue_03,color_hist_blue_04,color_hist_blue_05,color_hist_blue_06,color_hist_blue_07,color_hist_blue_08,color_hist_blue_09,color_hist_blue_10,color_hist_blue_11,color_hist_blue_12,color_hist_blue_13,color_hist_blue_14,color_hist_blue_15,blue_mean,blue_std,haralick_contrast_mean,haralick_contrast_std,haralick_dissimilarity_mean,haralick_dissimilarity_std,haralick_homogeneity_mean,haralick_homogeneity_std,haralick_energy_mean,haralick_energy_std,haralick_asm_mean,haralick_asm_std,haralick_correlation_mean,haralick_correlation_std,haralick_entropy_mean,haralick_entropy_std
synthetic_tile_010,0.0,0.0,0.0,0.000148773193359375,0.0,0.0,0.000514984130859375,0.000141143798828125,0.0,0.0,0.000728607177734375,0.00042724609375,0.00055694580078125,0.0,0.000148773193359375,0.059833526611328125,250.97235107421875,21.329856872558594,0.0,0.0,0.0,0.0,0.000148773193359375,0.0,0.000514984130859375,0.0,0.000141143798828125,0.0,0.000728607177734375,0.00042724609375,0.00055694580078125,0.000148773193359375,0.0001983642578125,0.059635162353515625,250.9908447265625,20.296981811523438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000148773193359375,0.000514984130859375,0.000141143798828125,0.0,0.001155853271484375,0.000705718994140625,0.059833526611328125,252.65240478515625,11.708390235900879,1.520978202112654,0.24797496295550198,0.12770972026319052,0.01951184688370168,0.9869011627405799,0.0019439438928851099,0.9479753479437217,0.0009662494342877602,0.8986581939469894,0.0018319656683248573,0.865643602247594,0.021731671953261887,0.5148240728135687,0.013261401653002122
synthetic_tile_011,0.0,0.0,0.0,0.000278472900390625,0.0,0.00019073486328125,0.00018310546875,0.0,4.57763671875e-05,0.000301361083984375,0.0,0.00063323974609375,0.000751495361328125,0.0,0.00018310546875,0.059932708740234375,250.928955078125,22.161975860595703,0.0,0.0,0.0,0.0,0.000278472900390625,0.0,0.00019073486328125,0.00018310546875,4.57763671875e-05,0.0,0.000301361083984375,0.000568389892578125,0.00081634521484375,0.00018310546875,0.00042724609375,0.059505462646484375,251.08526611328125,20.115543365478516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000278472900390625,0.00019073486328125,0.00018310546875,0.000347137451171875,0.001384735107421875,0.00018310546875,0.059932708740234375,252.747802734375,11.246173858642578,1.6441456867288735,0.30007489650285274,0.14512606368962738,0.024057741977321388,0.9838791079581434,0.002480884723714036,0.9393741347704263,0.0014032367038910576,0.8824257341489343,0.002636185001968894,0.8585132510438834,0.025390437224715377,0.5853669741501826,0.017437875827428093
synthetic_tile_012,2.288818359375e-05,0.0,0.000579833984375,0.0,0.0,0.000408172607421875,0.0,0.0,0.001190185546875,0.0,0.00042724609375,0.0,0.0,0.0,0.0,0.059871673583984375,249.1168212890625,29.53551483154297,2.288818359375e-05,0.00017547607421875,0.00040435791015625,0.0,0.000408172607421875,0.0,0.0,0.001190185546875,0.0,0.00042724609375,0.0,0.0,0.0,0.0,0.00025177001953125,0.059619903564453125,248.44830322265625,32.03888702392578,0.0,0.0,0.0,2.288818359375e-05,0.0,0.000579833984375,0.0,0.0,0.000408172607421875,0.0,0.001190185546875,0.0,0.00042724609375,0.0,0.00025177001953125,0.059619903564453125,250.49169921875,22.60443878173828,4.939419824152148,0.8960962645834509,0.24011800367350733,0.04302875561968468,0.9865313048662563,0.002394924202994636,0.9470400861664185,0.001321249456420989,0.8968866705062235,0.002502629618391249,0.8218207484391625,0.03171437577976664,0.5106514999437683,0.016238460494368497
synthetic_tile_013,0.0,0.0,0.0,5.340576171875e-05,0.00048065185546875,7.2479248046875e-05,6.103515625e-05,3.0517578125e-05,0.0,0.0,0.000209808349609375,0.0,0.000431060791015625,0.000766754150390625,0.000225067138671875,0.060169219970703125,251.609130859375,20.884069442749023,0.0,0.0,0.0,0.0,0.0,5.340576171875e-05,0.00048065185546875,7.2479248046875e-05,6.103515625e-05,3.0517578125e-05,0.0,0.000209808349609375,0.000431060791015625,0.0009918212890625,0.001132965087890625,0.0590362548828125,251.59912109375,17.285667419433594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005340576171875,0.000133514404296875,0.000240325927734375,0.00255584716796875,0.0590362548828125,253.00048828125,8.624441146850586,1.0226959203918409,0.17905633117265538,0.10765013717527434,0.017906614864600726,0.984099105863639,0.0025690094034209452,0.9318499118920116,0.0013942749515287978,0.8683462022957905,0.002598344325306228,0.8878709626566372,0.0192352395622611,0.6390867128162422,0.018385167599287468
synthetic_tile_014,0.0,0.0,0.000370025634765625,0.0,0.000232696533203125,0.000762939453125,0.0,0.0,0.0,0.0,0.0,0.000492095947265625,0.0002899169921875,0.0,0.0,0.060352325439453125,250.04583740234375,28.138887405395508,0.0,0.000370025634765625,0.0,0.000232696533203125,0.000762939453125,0.0,0.0,0.0,0.0,0.0,0.000492095947265625,0.0002899169921875,0.0,0.0,0.0,0.060352325439453125,249.45355224609375,30.552425384521484,0.0,0.0,0.0,0.0,0.000370025634765625,0.0,0.000232696533203125,0.000762939453125,0.0,0.0,0.0,0.0,0.000492095947265625,0.0002899169921875,0.0,0.060352325439453125,251.080810546875,22.183116912841797,3.273444765639531,0.5552933823508296,0.15718072842395686,0.02599039775011298,0.9901452285207498,0.0015645643030077637,0.9476119436146453,0.0010649578362931995,0.8979695298163188,0.0020183687668187357,0.8709192290794272,0.0214535125683101,0.47696961817260797,0.012616304794673888
synthetic_tile_015,0.0,0.0,1.1444091796875e-05,6.866455078125e-05,0.0003814697265625,0.0,0.000415802001953125,0.0,0.0,8.0108642578125e-05,0.0,0.0,0.0,0.0,0.002231597900390625,0.0593109130859375,251.55206298828125,21.36935806274414,0.0,0.0,1.1444091796875e-05,0.0,0.000293731689453125,0.000156402587890625,0.000415802001953125,0.0,0.0,8.0108642578125e-05,0.0,0.0,0.0,0.0,0.002231597900390625,0.0593109130859375,251.4395751953125,20.357059478759766,0.0,0.0,0.0,0.0,0.0,0.0,1.1444091796875e-05,0.0,0.000293731689453125,0.000156402587890625,0.000415802001953125,0.0,8.0108642578125e-05,0.0,0.0009765625,0.060565948486328125,252.84637451171875,12.444853782653809,2.3785085773296544,0.367217030326405,0.13721184473618947,0.02149266922745661,0.9867618498000154,0.0021127518526052815,0.9263594621047853,0.0014008643256319454,0.8581438154519258,0.002595438535407229,0.801501202831679,0.029961817440963365,0.6349274427705397,0.016782197246154467
synthetic_tile_016,0.0,0.0,0.0,0.0,0.0,0.0,0.048770904541015625,0.000217437744140625,0.00079345703125,0.00234222412109375,0.002788543701171875,0.0,0.00176239013671875,0.000888824462890625,0.00092315673828125,0.0040130615234375,125.1552734375,44.7421760559082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048770904541015625,0.000507354736328125,0.0027923583984375,0.002841949462890625,0.000881195068359375,0.001850128173828125,0.001880645751953125,0.0029754638671875,152.40484619140625,32.89577865600586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04898834228515625,0.005924224853515625,0.003589630126953125,0.003997802734375,206.7628173828125,14.511874198913574,4.603567089946679,0.697648334561089,0.4490845778566557,0.06777146039250848,0.9483388247322669,0.007796579356937468,0.7583778709177769,0.004243821130205479,0.5751550051155654,0.006436802163525197,0.8793924759038823,0.017971421040228263,1.900163373875482,0.05063831789879017
synthetic_tile_017,0.0,0.0,0.0,0.0,0.0,0.0,0.051883697509765625,0.0,0.00067138671875,0.0019989013671875,0.001514434814453125,0.000492095947265625,0.0009765625,0.000732421875,0.0,0.004230499267578125,116.67437744140625,43.244178771972656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051883697509765625,8.7738037109375e-05,0.002391815185546875,0.001705169677734375,0.000492095947265625,0.001567840576171875,0.000141143798828125,0.0010528564453125,0.003177642822265625,129.7652587890625,36.63434600830078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051883697509765625,0.0026702880859375,0.00298309326171875,0.0017852783203125,0.003177642822265625,185.14727783203125,20.068538665771484,4.816611141034782,0.7644875317891391,0.3939139128278257,0.062316408723852225,0.9613417866063105,0.006067987539744486,0.8122991396038254,0.003536474595688947,0.6598423988536809,0.005745350802874274,0.8859391657447568,0.017740890484181183,1.4899557204259524,0.04013654458065321
synthetic_tile_018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054592132568359375,0.0,0.00286102294921875,0.00106048583984375,0.000499725341796875,0.0009002685546875,0.0,0.000492095947265625,0.002094268798828125,123.21807861328125,30.837173461914062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060546875,0.001743316650390625,9.1552734375e-05,0.000118255615234375,0.0,185.0684814453125,2.905989170074463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000118255615234375,0.000240325927734375,0.002227783203125,0.005321502685546875,0.0,0.054592132568359375,241.6209716796875,12.300050735473633,0.2885766709033418,0.04376307936717053,0.0834221355942712,0.012805054484352662,0.9750356986404018,0.0038744127866312443,0.859425633583952,0.0029953145893636328,0.7386213915706664,0.005148474464016376,0.8682436418830549,0.0195236856087304,1.0203409726320336,0.030132738681905746
synthetic_tile_019,0.000331878662109375,0.0,4.9591064453125e-05,9.1552734375e-05,0.0,0.000457763671875,0.0,0.00011444091796875,0.0,0.000675201416015625,0.00067901611328125,0.000232696533203125,0.000141143798828125,0.000881195068359375,0.0,0.05884552001953125,248.64739990234375,29.2991943359375,0.000331878662109375,0.0,4.9591064453125e-05,9.1552734375e-05,0.0,0.000457763671875,4.9591064453125e-05,6.4849853515625e-05,0.000675201416015625,0.00067901611328125,0.000232696533203125,0.000141143798828125,0.000881195068359375,0.0,0.000583648681640625,0.058261871337890625,248.062255859375,30.73605728149414,0.0,0.0,0.000247955322265625,8.392333984375e-05,0.0,4.9591064453125e-05,0.0,9.1552734375e-05,0.000457763671875,0.0,0.00011444091796875,0.000675201416015625,0.000911712646484375,0.000141143798828125,0.000881195068359375,0.05884552001953125,250.34710693359375,22.106088638305664,5.049955752255254,0.7137844748692542,0.26528654229183457,0.038120150785531805,0.9813200497199506,0.002753176816446195,0.9228004504758809,0.0015914669392497348,0.8515632041655073,0.002937214159497856,0.8051744887145188,0.02685628856021317,0.728523121157863,0.01992091083072975
synthetic_tile_020,0.0,0.0,0.0,0.0,0.0,0.0,0.05185699462890625,0.00087738037109375,0.003177642822265625,0.0011138916015625,0.0017242431640625,0.000255584716796875,0.00038909912109375,0.0,0.0,0.00310516357421875,110.87298583984375,37.15940475463867,0.0,0.0,0.0,0.0,0.0,0.0,0.05185699462890625,0.000797271728515625,0.00325775146484375,0.001857757568359375,0.000980377197265625,0.000396728515625,0.000247955322265625,0.0,0.000965118408203125,0.002140045166015625,117.91217041015625,32.90654373168945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052227020263671875,0.00368499755859375,0.002838134765625,0.000644683837890625,0.000965118408203125,0.002140045166015625,174.078857421875,19.30874252319336,3.7080507403202305,0.5944217472681396,0.34924221801568606,0.052923121633260246,0.9591619091358584,0.006163639726748162,0.8135330786325373,0.003280285200710119,0.6618468303003322,0.005337674961518729,0.8924962295785519,0.01688650099644312,1.495131524043401,0.0403278868056646
synthetic_tile_021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0537109375,0.0,0.0,0.0016632080078125,0.00157928466796875,0.0017852783203125,0.000484466552734375,7.2479248046875e-05,0.003204345703125,132.739013671875,34.11125183105469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05873870849609375,0.00376129150390625,233.38726806640625,4.112119674682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000240325927734375,0.00016021728515625,0.001308441162109375,0.060791015625,253.88946533203125,5.631131649017334,0.5134179408983818,0.07946076775966035,0.12256867482484965,0.018830198516776794,0.9691289899302581,0.004727417328643363,0.8443335433274226,0.0030766419133328,0.7129085981133034,0.005194194408316921,0.8731194873320507,0.01924370349195918,1.164038148288299,0.03232468797411451
synthetic_tile_022,0.0,0.0,0.0,0.0,0.0,0.0,0.0486602783203125,0.001007080078125,0.003772735595703125,0.001155853271484375,0.00144195556640625,0.00031280517578125,0.00017547607421875,0.000881195068359375,0.000957489013671875,0.0041351318359375,119.6614990234375,43.992218017578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486602783203125,0.00130462646484375,0.003475189208984375,0.002132415771484375,0.0007781982421875,0.00017547607421875,0.001262664794921875,0.000576019287109375,0.0041351318359375,135.52691650390625,37.22595977783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486602783203125,0.004817962646484375,0.002872467041015625,0.00201416015625,0.0041351318359375,190.07269287109375,20.155963897705078,4.323154818184635,0.7090584185419992,0.4124265201655404,0.06665608390449956,0.9489143414261897,0.008119253212340152,0.7589447846631527,0.004198974147796328,0.576014817551293,0.006373430903668342,0.893085701319344,0.017234679308460413,1.8601879231300915,0.05301828934733825
synthetic_tile_023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053188323974609375,0.0,0.000370025634765625,0.00042724609375,0.00168609619140625,0.002132415771484375,0.001529693603515625,0.0,0.00316619873046875,132.42864990234375,36.57368850708008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062236785888671875,0.0002593994140625,3.814697265625e-06,215.90655517578125,1.4981257915496826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.814697265625e-06,0.0,0.000194549560546875,6.4849853515625e-05,0.002620697021484375,0.00394439697265625,0.05567169189453125,251.4046630859375,9.96188735961914,0.45298235127720254,0.06957067745939935,0.1189542613460227,0.018376528948253524,0.9689710274986045,0.004821457777324008,0.8366487493450718,0.0031719092378249534,0.6999911907888857,0.005307599197716576,0.8787995245199045,0.018223075692414506,1.1374851087782054,0.0321203016766843
synthetic_tile_024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050251007080078125,0.0001373291015625,0.0023345947265625,0.000934600830078125,0.00218963623046875,0.00665283203125,183.9688720703125,26.075021743774414,0.0,0.0001220703125,1.1444091796875e-05,0.00040435791015625,3.814697265625e-06,0.0,0.0,0.0,0.0,0.0,0.00202178955078125,0.000675201416015625,0.00106048583984375,3.814697265625e-06,0.00130462646484375,0.05689239501953125,247.95904541015625,26.304367065429688,0.0,3.4332275390625e-05,8.7738037109375e-05,1.1444091796875e-05,0.00040435791015625,3.814697265625e-06,0.0,0.0,0.0,0.0,0.0,0.00202178955078125,0.000675201416015625,0.00106048583984375,0.00089263916015625,0.057308197021484375,249.1773681640625,23.040231704711914,1.2098936697873395,0.1587290422373114,0.1563580158410317,0.021465477554743536,0.9644289685714712,0.005328814655074446,0.7856465261648706,0.004056199277943026,0.6172569168275112,0.006373332628964858,0.8008257914011829,0.025524663255606754,1.5392668538911807,0.04093223089113167
synthetic_tile_025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055095672607421875,0.00081634521484375,0.0021209716796875,0.00040435791015625,0.000339508056640625,0.00048828125,0.00086212158203125,7.62939453125e-06,0.0023651123046875,124.48748779296875,30.169315338134766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059635162353515625,0.00238800048828125,0.000400543212890625,7.62939453125e-05,201.74371337890625,4.086235523223877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62939453125e-05,0.000400543212890625,0.001323699951171875,0.002666473388671875,0.058032989501953125,252.13189697265625,8.909540176391602,0.4632683171616343,0.07049669699402392,0.10668695556141113,0.016200389213562254,0.9735878744667787,0.004014087591268977,0.8675949628279955,0.002624090032446918,0.7527279053730093,0.004552891787681673,0.8610033009018098,0.020727263672065,1.063947563689611,0.030936646333922808
