image_id,deep_feature_000,deep_feature_001,deep_feature_002,deep_feature_003,deep_feature_004,deep_feature_005,deep_feature_006,deep_feature_007,deep_feature_008,deep_feature_009,deep_feature_010,deep_feature_011,deep_feature_012,deep_feature_013,deep_feature_014,deep_feature_015,deep_feature_016,deep_feature_017,deep_feature_018,deep_feature_019,deep_feature_020,deep_feature_021,deep_feature_022,deep_feature_023,deep_feature_024,deep_feature_025,deep_feature_026,deep_feature_027,deep_feature_028,deep_feature_029,deep_feature_030,deep_feature_031,deep_feature_032,deep_feature_033,deep_feature_034,deep_feature_035,deep_feature_036,deep_feature_037,deep_feature_038,deep_feature_039,deep_feature_040,deep_feature_041,deep_feature_042,deep_feature_043,deep_feature_044,deep_feature_045,deep_feature_046,deep_feature_047,deep_feature_048,deep_feature_049,deep_feature_050,deep_feature_051,deep_feature_052,deep_feature_053,deep_feature_054,deep_feature_055,deep_feature_056,deep_feature_057,deep_feature_058,deep_feature_059,deep_feature_060,deep_feature_061,deep_feature_062,deep_feature_063,deep_feature_064,deep_feature_065,deep_feature_066,deep_feature_067,deep_feature_068,deep_feature_069,deep_feature_070,deep_feature_071,deep_feature_072,deep_feature_073,deep_feature_074,deep_feature_075,deep_feature_076,deep_feature_077,deep_feature_078,deep_feature_079,deep_feature_080,deep_feature_081,deep_feature_082,deep_feature_083,deep_feature_084,deep_feature_085,deep_feature_086,deep_feature_087,deep_feature_088,deep_feature_089,deep_feature_090,deep_feature_091,deep_feature_092,deep_feature_093,deep_feature_094,deep_feature_095
cnn_tile_010,-0.024450593,-0.4808892,-0.76634884,-0.3625765,-0.5095606,-0.42564312,-0.20722042,0.9817519,-0.66415507,-0.7430131,0.9135733,-0.36088637,-0.4031601,-0.8469062,-0.97872764,-0.9281279,0.9073632,-0.9718057,0.335535,0.6842072,0.6524993,-0.9686707,-0.4015846,-0.5274126,0.88753086,-0.9064837,0.7681539,0.8900382,0.07358828,0.99745816,0.53616124,-0.9142199,0.14161393,-0.8467296,0.2975501,0.77163965,0.83202785,-0.8912955,-0.83056,0.9046571,0.035618715,0.8492568,-0.30690944,-0.704413,-0.14612912,-0.53707063,0.24651712,-0.019872924,0.98845136,0.93854344,-0.92287415,-0.52338696,-0.639153,0.55698884,0.9833257,-0.84305733,-0.82662135,0.68498653,-0.5022932,-0.07040126,-0.16832747,0.9630822,0.6046677,0.93762714,0.080320545,0.3454742,0.8427468,0.9254984,-0.9967686,0.47701442,0.15713896,0.19179003,-0.16939133,-0.5404533,0.91635686,0.32648316,0.42328805,0.24751724,0.19235836,-0.9202279,-0.98039496,0.018752072,0.9544336,-0.5128371,0.95540595,0.6095922,-0.7592312,-0.9810299,-0.27288073,-0.069453165,-0.11956703,-0.48120326,-0.087588176,-0.8763195,-0.6391389,0.66213566
cnn_tile_011,-0.043157063,-0.40185815,-0.7948066,-0.133399,-0.34259167,-0.5125824,-0.3304708,0.98026633,-0.7163705,-0.6664371,0.87385,-0.18383329,-0.3236043,-0.81983155,-0.9726555,-0.90753853,0.911305,-0.973678,0.3867073,0.76990235,0.6914484,-0.96177626,-0.40279847,-0.3566057,0.8988945,-0.8855289,0.7371775,0.8558527,0.08024187,0.99681795,0.40975454,-0.8750566,0.19822209,-0.7789384,0.16569664,0.8379686,0.81268114,-0.8569083,-0.79337,0.8731676,-0.06842323,0.9124835,-0.375952,-0.75794524,-0.25983596,-0.40069008,0.17412768,0.05595606,0.9871671,0.932377,-0.8924899,-0.44392914,-0.7379012,0.41108236,0.98773587,-0.73236376,-0.87204015,0.57837284,-0.46851435,-0.0005798637,-0.18059811,0.9638539,0.580293,0.91900647,0.17014676,0.3007079,0.798129,0.9283137,-0.99514663,0.40940887,-0.0070328745,0.2635396,-0.11758226,-0.46530578,0.8719292,0.2706621,0.34953052,0.054687276,0.24742964,-0.90798646,-0.9776802,0.05759142,0.9540331,-0.6332488,0.9358968,0.6755039,-0.7931177,-0.9647049,-0.30387655,-0.1692902,-0.10324786,-0.4617745,-0.05399985,-0.85589343,-0.5687669,0.77681154
cnn_tile_012,0.0131693855,-0.5672645,-0.7620275,-0.28256723,-0.41728422,-0.23666103,-0.32341388,0.9792463,-0.6523544,-0.7015776,0.82990044,-0.39612427,-0.3797479,-0.77796686,-0.97407943,-0.90578127,0.85135186,-0.9743061,0.4611581,0.61120874,0.5653967,-0.94264513,-0.413928,-0.518278,0.88812417,-0.8934411,0.8169335,0.86977595,0.10144071,0.9965041,0.38672018,-0.9099766,-0.0057064136,-0.7767671,0.3778485,0.7913575,0.8671794,-0.8740444,-0.8740581,0.86204416,0.008113631,0.8827063,-0.4022811,-0.6808033,-0.22449161,-0.66326815,0.09423147,-0.22115692,0.98456335,0.9518507,-0.9259429,-0.31479272,-0.6920259,0.4344014,0.986323,-0.81301945,-0.8348948,0.513915,-0.50660485,-0.21349604,-0.2660269,0.96581936,0.48970523,0.91551864,0.2172951,0.30309874,0.7790252,0.9228447,-0.9959385,0.35409632,0.14086479,0.17844221,-0.033247624,-0.58518875,0.8917611,-0.026187973,0.42185152,0.19307749,0.037221864,-0.9162101,-0.97699404,-0.10768869,0.96253914,-0.56799495,0.9490562,0.6117743,-0.77080894,-0.98186904,-0.2941714,-0.24939138,-0.17103797,-0.537051,-0.18815842,-0.8812791,-0.60735345,0.68550926
cnn_tile_013,0.03271743,-0.39906293,-0.7815008,-0.4075347,-0.42709422,-0.5390321,-0.24147664,0.97169304,-0.5860208,-0.7320862,0.8994974,-0.36695758,-0.35597855,-0.87596565,-0.9775384,-0.8986613,0.8913235,-0.97850657,0.28951922,0.7130855,0.75211006,-0.9565944,-0.5483779,-0.38394713,0.924075,-0.86147964,0.76820886,0.84623295,-0.009571245,0.9973201,0.3931898,-0.930721,0.07926956,-0.816928,0.5691952,0.81914055,0.83387876,-0.87235767,-0.8565349,0.87918097,0.041831877,0.83856976,-0.49925905,-0.7022549,-0.1984108,-0.6059897,0.06716387,-0.15773605,0.9894778,0.9435467,-0.93053025,-0.4225266,-0.67137694,0.61350775,0.9860435,-0.8525331,-0.82054216,0.5212268,-0.5184875,0.07841796,-0.081277765,0.9686144,0.5602677,0.8801389,0.0051490655,0.37594673,0.7889128,0.9077103,-0.99546105,0.45188996,0.19071546,0.13827804,-0.12448987,-0.60380006,0.8939779,0.42428902,0.36435223,0.15662685,0.16057874,-0.91581815,-0.9751425,0.15460967,0.9550603,-0.5811597,0.95859176,0.5753071,-0.75120205,-0.97516817,-0.24748325,-0.16006553,0.04080628,-0.5007433,-0.035295393,-0.8673452,-0.70904,0.73699176
cnn_tile_014,0.15287516,-0.33945566,-0.7901917,-0.38839525,-0.3965132,-0.4213591,-0.37365282,0.97531193,-0.6567743,-0.63754964,0.8979205,-0.4201703,-0.37009722,-0.84530765,-0.98521155,-0.91707516,0.9106186,-0.96889997,0.44655496,0.6024993,0.6249314,-0.9622887,-0.36749795,-0.4384194,0.86060977,-0.87851495,0.80418557,0.8399342,0.101880856,0.99648815,0.34579018,-0.9249312,0.33621493,-0.7881114,0.44453472,0.79605514,0.807083,-0.8591938,-0.8312327,0.8817804,-0.010602561,0.89490736,-0.31878883,-0.692468,-0.23922208,-0.48983052,-0.003494472,-0.017053522,0.9844951,0.9400285,-0.91131747,-0.47359586,-0.7393057,0.4431475,0.9773623,-0.85332185,-0.8608753,0.6408933,-0.4301455,0.06965825,-0.09118998,0.9697315,0.6689432,0.9114729,0.29442528,0.26316527,0.732445,0.9034863,-0.99519235,0.3935374,0.14488913,0.3480532,-0.20810714,-0.55105317,0.89840496,0.25494474,0.42386544,0.009362141,0.06947896,-0.9138735,-0.9763486,-0.23071492,0.95646405,-0.62411857,0.96588784,0.63036937,-0.77613,-0.98273987,-0.24607815,-0.27529368,-0.02382069,-0.5825707,-0.009859764,-0.8659574,-0.617773,0.60082024
cnn_tile_015,0.03215158,-0.3214382,-0.76882493,-0.36362168,-0.4216125,-0.50522995,-0.28328457,0.9766698,-0.65308815,-0.75175005,0.89431566,-0.27582926,-0.3590937,-0.8461127,-0.97681296,-0.9404528,0.92589676,-0.97493595,0.42733583,0.70468926,0.6227846,-0.9553077,-0.52245605,-0.5098742,0.90240455,-0.9125644,0.77650523,0.8453177,0.15421541,0.9963683,0.34181532,-0.901928,0.21679537,-0.84982294,0.3387731,0.7919062,0.85095394,-0.8814662,-0.8192925,0.8642233,-0.044178512,0.8629217,-0.29617396,-0.6865176,-0.20449638,-0.4684487,0.23768759,-0.10368189,0.98720306,0.9305117,-0.9017018,-0.46195242,-0.72264844,0.46910885,0.9791637,-0.8351561,-0.8249515,0.6666896,-0.5059967,0.056666728,0.00946676,0.9684734,0.6065934,0.9374616,0.2685044,0.35393265,0.80614936,0.91943866,-0.9965396,0.3276594,0.19067594,0.19116054,-0.12154506,-0.4903111,0.88456875,0.19583523,0.42307585,0.11250612,0.1549827,-0.8754118,-0.9704159,-0.066260815,0.96578705,-0.5780432,0.95083123,0.6769902,-0.7700122,-0.97939354,-0.24143767,-0.27429464,-0.057268564,-0.5002183,0.06613268,-0.8210393,-0.5872242,0.63646597
cnn_tile_016,0.096342646,-0.30928853,-0.7888386,-0.31337735,-0.5065369,-0.48961374,-0.27530056,0.97625345,-0.6726933,-0.6337849,0.8851964,-0.32422543,-0.26150167,-0.8217549,-0.98049927,-0.91125625,0.9109413,-0.9695421,0.3535938,0.6920195,0.5849864,-0.95872843,-0.51789784,-0.52009,0.87247187,-0.8775346,0.76057076,0.8417149,-0.05842646,0.99671197,0.31346694,-0.9080343,0.2785049,-0.84644645,0.41299602,0.8325272,0.86343664,-0.8615867,-0.89493364,0.88032323,-0.08536043,0.86138755,-0.14522968,-0.7074192,-0.3110885,-0.5241827,0.12566124,-0.14530379,0.9863075,0.931382,-0.900579,-0.4969406,-0.6746106,0.4363164,0.98301566,-0.83654755,-0.85346735,0.6370778,-0.47298226,-0.12660982,-0.08327405,0.96051687,0.6162164,0.93311316,0.3897733,0.33511233,0.8404522,0.9299053,-0.99569136,0.32775047,0.21726404,0.37550804,-0.062051106,-0.44734454,0.8975102,0.090114966,0.42238095,0.14500858,0.07655397,-0.9149689,-0.9758193,-0.03488165,0.95418906,-0.5476386,0.95412135,0.699481,-0.7437782,-0.9780366,-0.18658169,-0.29162797,-0.113244236,-0.46810657,-0.011809455,-0.83642465,-0.64426315,0.62289345
cnn_tile_017,0.10536662,-0.37590507,-0.80709517,-0.33996755,-0.4171168,-0.48389614,-0.3338441,0.9776565,-0.60534334,-0.71003145,0.8940063,-0.23522873,-0.21742564,-0.86261594,-0.97822165,-0.8984967,0.92009306,-0.97296077,0.30229315,0.73288924,0.64146394,-0.95931214,-0.5611784,-0.47504774,0.8894565,-0.87441754,0.8086767,0.8578031,0.09568116,0.9972706,0.39829195,-0.93915135,0.30415517,-0.85381556,0.45224598,0.8382152,0.8456762,-0.8384972,-0.8713614,0.8773594,0.031957485,0.8552139,-0.24488442,-0.7844682,-0.28371295,-0.6265795,0.10383404,-0.046881884,0.98710537,0.94025546,-0.91462326,-0.46958613,-0.6589016,0.6238633,0.98198795,-0.8359741,-0.8249545,0.59327614,-0.39740312,0.04036243,-0.19808055,0.9723613,0.6319076,0.9157982,0.29513007,0.31104192,0.7921822,0.91330874,-0.99532884,0.45181656,0.31695396,0.37240195,-0.12861009,-0.55676794,0.89622515,0.33463854,0.3860782,0.10048616,0.23394935,-0.9200135,-0.97864616,0.09660613,0.9510678,-0.61665475,0.9571871,0.6684255,-0.7824811,-0.9764453,-0.21511798,-0.2497734,-1.4230609e-05,-0.42063826,0.050587725,-0.8390634,-0.5867452,0.6106018
cnn_tile_018,-0.056541372,-0.22353628,-0.797956,-0.32493117,-0.38800713,-0.53910047,-0.3402398,0.98307097,-0.7068082,-0.74086314,0.8782433,-0.2923994,-0.43895265,-0.83739,-0.97916687,-0.9270959,0.91924185,-0.9796031,0.31102413,0.74258095,0.61121124,-0.96181047,-0.56027174,-0.5092689,0.85929406,-0.86923087,0.78257376,0.8497233,0.19219565,0.9973878,0.519607,-0.91755486,0.21633473,-0.86056036,0.36715746,0.81516665,0.8573799,-0.88045293,-0.77496916,0.88996464,0.08204704,0.9014866,-0.10261348,-0.68664825,-0.17211287,-0.45789853,0.28849998,-0.019709537,0.9838806,0.9256885,-0.9086497,-0.49558148,-0.62337273,0.49917296,0.9820253,-0.82725435,-0.8533028,0.7065686,-0.5490332,-0.039634448,-0.04541216,0.9564196,0.5898566,0.9359755,0.21445413,0.35459417,0.7717679,0.92267627,-0.9970624,0.42203468,0.16826996,0.12533122,-0.12719426,-0.608086,0.8606691,0.21461777,0.36787513,0.14295408,0.24077107,-0.8811842,-0.97705257,0.28483477,0.97187066,-0.6100554,0.95685226,0.726244,-0.7657178,-0.97131133,-0.2513622,-0.25314286,0.00301913,-0.5778225,0.02140487,-0.83360857,-0.57703686,0.60928863
cnn_tile_019,-0.055558264,-0.41209295,-0.80529237,-0.34570763,-0.37424555,-0.3576712,-0.30733916,0.9788576,-0.62206185,-0.64303845,0.8762305,-0.39866313,-0.4184449,-0.8297279,-0.9806626,-0.92789775,0.89243126,-0.97380424,0.43826708,0.6450462,0.6119614,-0.96431786,-0.48350042,-0.42525357,0.8850527,-0.8939103,0.8137303,0.84451574,0.09790395,0.996289,0.41417354,-0.92524636,0.22717366,-0.80987465,0.49382627,0.76476353,0.8380381,-0.86791205,-0.84800184,0.86788577,0.03223201,0.90144664,-0.27614748,-0.67600393,-0.25710627,-0.50972533,0.17689286,-0.08710829,0.9861679,0.9329205,-0.90130067,-0.47098035,-0.7123208,0.46341333,0.9801957,-0.8494594,-0.82729036,0.65868473,-0.51558256,-0.034793004,-0.11379664,0.9661779,0.65294117,0.93120295,0.19910258,0.31811702,0.7583591,0.9169105,-0.99612176,0.35240698,0.256562,0.30301648,-0.043393314,-0.6317378,0.9002505,0.13590282,0.4779156,0.11001403,0.11403723,-0.9195872,-0.9749542,-0.05698905,0.9556692,-0.574257,0.95218295,0.67091995,-0.77911544,-0.9827632,-0.21719499,-0.13753487,-0.1360799,-0.54272556,0.029085863,-0.8816098,-0.60390127,0.6059695
cnn_tile_020,0.17735939,-0.45655748,-0.74258184,-0.3819146,-0.39605537,-0.38680184,-0.2885368,0.97752696,-0.56831825,-0.6501382,0.91212136,-0.445129,-0.2420009,-0.89044136,-0.9696058,-0.92712027,0.93107766,-0.97441566,0.29414192,0.76109636,0.7567556,-0.96295655,-0.4174902,-0.4275063,0.8610641,-0.75905055,0.85751677,0.7884792,0.1312957,0.99705964,0.31826285,-0.9206118,0.32017866,-0.8551556,0.4207303,0.80444896,0.8436535,-0.8669812,-0.80430555,0.89223224,-0.02477961,0.83970267,-0.2544274,-0.6369967,-0.1380845,-0.45337012,0.1418057,-0.05022459,0.99238825,0.94349915,-0.90303355,-0.49136496,-0.64929324,0.59770143,0.9829324,-0.823409,-0.7968781,0.69221884,-0.4306451,-0.063966215,-0.07208588,0.97581524,0.43285778,0.92703277,0.11209267,0.31425047,0.79404074,0.92679286,-0.9943817,0.48907915,0.12077327,0.24275556,-0.08188102,-0.52637494,0.88659936,0.15323566,0.52596205,0.025539834,-0.008052227,-0.9276381,-0.9661942,-0.09625961,0.9667762,-0.4595712,0.9630128,0.6778468,-0.7719122,-0.9785446,-0.35219538,-0.23908024,-0.073375836,-0.42587465,0.059867248,-0.84916246,-0.6488478,0.6096614
cnn_tile_021,0.041488543,-0.35932726,-0.81906855,-0.3442445,-0.38730013,-0.4714226,-0.36302873,0.98286605,-0.71799463,-0.66623163,0.9102726,-0.26210284,-0.33797902,-0.810221,-0.9818365,-0.91209674,0.89564604,-0.9764962,0.5432942,0.71315306,0.62622297,-0.9639378,-0.4417095,-0.36750025,0.8933212,-0.87407243,0.75186634,0.86118406,0.1006285,0.9967198,0.46075952,-0.90955657,0.2507509,-0.8268265,0.35816467,0.8198276,0.79558504,-0.8605254,-0.7975859,0.8893475,-0.01308631,0.8814291,-0.44429225,-0.7486802,-0.2378191,-0.58316296,0.06437024,-0.11805731,0.98815817,0.9360066,-0.91350454,-0.49766225,-0.6798296,0.45640007,0.97526586,-0.84671456,-0.8417676,0.6491086,-0.47019425,0.09354782,-0.13283773,0.9602558,0.6872897,0.93042374,0.20374997,0.32262364,0.77111983,0.921306,-0.9950269,0.39663488,0.17320135,0.30744916,-0.07073218,-0.58885074,0.8874563,0.31661323,0.41075775,0.016131388,0.060189266,-0.90301734,-0.9772204,-0.16387585,0.95701224,-0.56284577,0.96267796,0.66191393,-0.8112121,-0.97265434,-0.28226617,-0.16927905,-0.071983136,-0.5891694,0.059277177,-0.8653423,-0.5957097,0.67579585
cnn_tile_022,0.025805933,-0.39444277,-0.74591845,-0.27289936,-0.42766765,-0.48199514,-0.42605942,0.9771348,-0.7081955,-0.7532764,0.91237134,-0.3307094,-0.29654467,-0.814212,-0.97676647,-0.90806067,0.9255645,-0.97053945,0.47399855,0.69598114,0.5660628,-0.9569063,-0.44613793,-0.4992703,0.8973312,-0.86931586,0.8028846,0.86668205,-0.015408503,0.99687403,0.41174093,-0.94200957,0.2915146,-0.8236143,0.28856423,0.83779037,0.87454295,-0.87345856,-0.80075234,0.8854849,-0.049985707,0.9037742,-0.17236045,-0.6317843,-0.055741772,-0.49280646,0.16015416,0.044681646,0.9869373,0.93429255,-0.9291487,-0.47281313,-0.5915987,0.6256745,0.9823997,-0.85412884,-0.8505702,0.7000658,-0.39901304,0.01679891,0.0029491957,0.9560399,0.5555007,0.9310289,0.18636458,0.30948353,0.80375427,0.92888564,-0.99690026,0.46943653,0.25694582,0.34263533,-0.21335638,-0.59847164,0.91305494,0.31174386,0.44219768,0.03648394,0.07465729,-0.9184942,-0.9743714,-0.043986145,0.9664301,-0.6368693,0.97121036,0.74298054,-0.7713152,-0.9728524,-0.2234765,-0.39590013,-0.103182346,-0.5571579,-0.07338893,-0.85841924,-0.69213384,0.54651713
cnn_tile_023,-0.058496382,-0.3654226,-0.81002605,-0.33745554,-0.40186033,-0.4403275,-0.27592295,0.9764666,-0.7048223,-0.72662574,0.9079347,-0.19129373,-0.3860327,-0.8792983,-0.98129153,-0.92219573,0.9165482,-0.9761285,0.39958462,0.7129547,0.6573527,-0.96372783,-0.49260592,-0.46391305,0.899984,-0.9094803,0.7260941,0.86372674,0.18900031,0.9969497,0.45468524,-0.92413634,0.1577523,-0.83153486,0.4134636,0.8240976,0.8332779,-0.8633913,-0.8526792,0.8470234,0.08951187,0.87379473,-0.23481221,-0.75200033,-0.20787884,-0.6232004,0.17795165,-0.07978749,0.98617524,0.92416745,-0.9093316,-0.42593893,-0.68175477,0.4638623,0.9808436,-0.8260139,-0.81854683,0.57878864,-0.5061203,0.15205579,-0.060777143,0.96645135,0.695463,0.9418834,0.29498076,0.33582768,0.83232,0.9161791,-0.9961153,0.36345416,0.32932737,0.2619946,-0.29260105,-0.61249477,0.90979815,0.3182905,0.37706128,0.055306982,0.17377591,-0.9169173,-0.9790711,0.07857021,0.93984526,-0.6227776,0.9460359,0.6170991,-0.7877334,-0.9753978,-0.2883348,-0.08076803,-0.0732153,-0.45797336,0.047079213,-0.83348906,-0.60525376,0.6580574
cnn_tile_024,-0.003203301,-0.4461734,-0.7253973,-0.31511027,-0.36177975,-0.43348163,-0.44773018,0.9808736,-0.5692071,-0.70432097,0.89145374,-0.4120853,-0.33848536,-0.8615048,-0.980517,-0.9384239,0.9152307,-0.9634492,0.40073228,0.7240982,0.7066366,-0.95834696,-0.35655457,-0.41942632,0.89680856,-0.879596,0.7832203,0.8801229,0.12028322,0.99635065,0.347338,-0.89898914,0.24678123,-0.8739402,0.38739628,0.71386826,0.85699856,-0.9038326,-0.8385426,0.87717664,0.061095346,0.8237801,-0.28917804,-0.70253944,-0.19463587,-0.6604256,0.26181048,-0.11671275,0.98767614,0.9442426,-0.9025054,-0.48541617,-0.7234762,0.58008677,0.98052603,-0.83737886,-0.82199407,0.67393273,-0.5211808,-0.18256156,-0.12640756,0.9629422,0.6305597,0.9347069,0.19876692,0.517881,0.74283767,0.90813434,-0.995343,0.42006078,0.06426402,0.30744508,-0.10345109,-0.54754305,0.89728606,0.18271424,0.5774661,0.124703616,0.029578093,-0.9056152,-0.97384894,-0.1469518,0.95748913,-0.5222148,0.9614442,0.67254674,-0.7956722,-0.9727383,-0.19370498,-0.13347605,0.0022986042,-0.41988492,0.07363037,-0.88069326,-0.664122,0.55218077
cnn_tile_025,0.00043912788,-0.44889104,-0.78187704,-0.31545693,-0.413452,-0.5828145,-0.3498459,0.9804136,-0.63774806,-0.7410453,0.9071002,-0.3488191,-0.34485313,-0.8550219,-0.9766931,-0.91156334,0.90886766,-0.97495234,0.4436009,0.7650608,0.71092266,-0.96485126,-0.47273582,-0.43908924,0.8853878,-0.89021194,0.7719051,0.8458896,0.08025161,0.99746466,0.45917365,-0.931386,0.30651277,-0.87717456,0.4086793,0.8195494,0.798381,-0.8552775,-0.752274,0.89631516,0.17986374,0.8432493,-0.3821198,-0.7166622,-0.1492332,-0.5016806,0.08853851,0.0836083,0.98661715,0.9379106,-0.91087973,-0.42737958,-0.63632506,0.5646053,0.9849386,-0.83134377,-0.83264965,0.64060885,-0.540798,0.10411733,-0.16421245,0.95966,0.63082564,0.9225164,-0.12383022,0.41189042,0.7600376,0.9268733,-0.99627084,0.4716806,0.09491846,0.16588326,-0.053860556,-0.50129664,0.8792397,0.37487277,0.4343906,0.11210619,0.18374783,-0.91768825,-0.97596186,0.040935602,0.9663969,-0.55593944,0.9718793,0.6594817,-0.76959765,-0.97144777,-0.30368397,-0.08025934,0.036166895,-0.48344535,-0.015091852,-0.8647635,-0.67501664,0.67229086
cnn_tile_026,0.07703662,-0.3476713,-0.7990855,-0.37132883,-0.39667585,-0.5437264,-0.3593535,0.9727911,-0.618899,-0.68883324,0.92241055,-0.35230732,-0.4173451,-0.8959805,-0.974712,-0.9142178,0.9209066,-0.9731994,0.37039682,0.6931219,0.7151574,-0.9642639,-0.25067052,-0.48934683,0.90556306,-0.86702186,0.78019696,0.84546965,0.21297623,0.9978658,0.43027267,-0.9178327,0.16375904,-0.8689824,0.3478665,0.81005347,0.82893944,-0.8835458,-0.80194265,0.8841581,0.09998763,0.77137065,-0.346318,-0.71247196,-0.133228,-0.57415617,0.16390772,-0.03893394,0.98914546,0.9295581,-0.9156006,-0.48184958,-0.68461806,0.5608019,0.98435974,-0.7662435,-0.84964037,0.6009073,-0.40059295,0.14586794,0.026821168,0.9622249,0.5674069,0.9137868,0.1495498,0.36882555,0.7796514,0.9303172,-0.9959327,0.5008358,0.056995094,0.24300016,-0.22110204,-0.5075018,0.87898505,0.31767446,0.46958178,-0.017504007,-0.0071999454,-0.93873966,-0.979403,-0.13848533,0.93912256,-0.6607361,0.96608794,0.55131876,-0.78039426,-0.978466,-0.17634852,-0.09696733,-0.13216543,-0.36045593,-0.062080704,-0.8634621,-0.6977237,0.7230912
cnn_tile_027,0.052330174,-0.34525537,-0.84557635,-0.26058522,-0.41205868,-0.40889934,-0.45281136,0.9778254,-0.69820124,-0.6580033,0.86079377,-0.20719208,-0.31230408,-0.8440472,-0.9829165,-0.85716176,0.9106501,-0.97007626,0.19559698,0.68096846,0.6080387,-0.95415753,-0.5612212,-0.3811146,0.90522486,-0.8921564,0.7421502,0.8334417,-0.13751072,0.9965151,0.24912164,-0.9273931,0.33231345,-0.8466022,0.47891256,0.8231549,0.8498695,-0.8606323,-0.86486727,0.8632728,-0.079964325,0.8878114,-0.24568255,-0.72798467,-0.24464154,-0.5647706,0.16432752,-0.18061376,0.9802524,0.91880316,-0.8941534,-0.4692478,-0.6303418,0.5788678,0.9822496,-0.8390926,-0.80114174,0.5612229,-0.43863025,0.10565468,-0.06443951,0.9505652,0.62122923,0.9379788,0.14578187,0.152447,0.8091334,0.9318018,-0.9953708,0.32650003,0.33576658,0.35820368,-0.28880933,-0.5838292,0.9259345,0.29065013,0.49205768,0.08689975,0.015499833,-0.9215765,-0.9809882,-0.068763494,0.9599013,-0.40564653,0.96065116,0.6543541,-0.71981543,-0.96881807,-0.3639695,-0.15936658,-0.20221512,-0.56354773,-0.09088464,-0.7803104,-0.62177813,0.64866275
cnn_tile_028,-0.013193417,-0.5704711,-0.7725508,-0.2456669,-0.35036132,-0.37480327,-0.34409192,0.97963554,-0.51993644,-0.7357293,0.9058579,-0.39684635,-0.33023614,-0.840831,-0.97693443,-0.9209053,0.9065564,-0.97492564,0.46949458,0.65274036,0.6607527,-0.9622067,-0.55755365,-0.4240116,0.88151175,-0.8854343,0.7958278,0.8677985,0.18687612,0.9974818,0.45093265,-0.92105323,0.11936529,-0.7924247,0.34175527,0.7815961,0.87139493,-0.86765987,-0.8832245,0.89750475,-0.029555876,0.86078763,-0.2378542,-0.7103515,-0.190921,-0.40590405,0.32963338,0.0663757,0.9899737,0.95985156,-0.927594,-0.45436147,-0.7020111,0.57957006,0.985973,-0.84888685,-0.8778152,0.60518885,-0.5662249,-0.18239838,-0.12533379,0.9711892,0.57967824,0.9331835,0.10703828,0.1511501,0.8413528,0.9518535,-0.99661523,0.5012144,0.13333213,0.07410586,-0.17362504,-0.50364447,0.90498435,0.17480338,0.45768568,0.16825895,0.05201837,-0.9257144,-0.97917694,0.018724544,0.95964056,-0.6411839,0.9403525,0.5488758,-0.8052444,-0.9745986,-0.29092023,-0.08083239,0.1144904,-0.44084626,-0.10884107,-0.8909846,-0.66240114,0.69904834
cnn_tile_029,-0.0311995,-0.47732916,-0.8438071,-0.29055512,-0.4132569,-0.57818866,-0.21468125,0.9711695,-0.7225965,-0.65856636,0.89373535,-0.18014428,-0.21980226,-0.7782292,-0.9763046,-0.88316524,0.92626095,-0.97321886,0.32934427,0.75113904,0.58751136,-0.9613966,-0.4755945,-0.17163374,0.88400203,-0.9057207,0.6457051,0.86004025,-0.09679403,0.9951082,0.26936793,-0.90286905,0.29675132,-0.8207496,0.42591682,0.72190034,0.83922553,-0.8317544,-0.8032706,0.8499769,-0.10744349,0.893567,-0.3481877,-0.7075731,-0.16749889,-0.49581492,0.133762,-0.06283965,0.9854139,0.9162671,-0.8979059,-0.39604914,-0.60363656,0.46708348,0.9783807,-0.793668,-0.8200846,0.47936177,-0.37753215,0.11587531,-0.15073757,0.9606299,0.6509198,0.94895077,0.1370531,-0.1133373,0.83199465,0.92610586,-0.99611425,0.4654341,0.207302,0.31807524,-0.059549958,-0.53523755,0.89564615,0.30009112,0.44521767,0.24721129,0.21029906,-0.8988623,-0.98158354,-0.04289267,0.95854807,-0.33695808,0.93425703,0.53183955,-0.7586165,-0.97622734,-0.26934144,-0.071572,-0.17008595,-0.49833772,-0.1545005,-0.84499496,-0.6593035,0.68467313
