image_id,deep_feature_000,deep_feature_001,deep_feature_002,deep_feature_003,deep_feature_004,deep_feature_005,deep_feature_006,deep_feature_007,deep_feature_008,deep_feature_009,deep_feature_010,deep_feature_011,deep_feature_012,deep_feature_013,deep_feature_014,deep_feature_015,deep_feature_016,deep_feature_017,deep_feature_018,deep_feature_019,deep_feature_020,deep_feature_021,deep_feature_022,deep_feature_023,deep_feature_024,deep_feature_025,deep_feature_026,deep_feature_027,deep_feature_028,deep_feature_029,deep_feature_030,deep_feature_031,deep_feature_032,deep_feature_033,deep_feature_034,deep_feature_035,deep_feature_036,deep_feature_037,deep_feature_038,deep_feature_039,deep_feature_040,deep_feature_041,deep_feature_042,deep_feature_043,deep_feature_044,deep_feature_045,deep_feature_046,deep_feature_047,deep_feature_048,deep_feature_049,deep_feature_050,deep_feature_051,deep_feature_052,deep_feature_053,deep_feature_054,deep_feature_055,deep_feature_056,deep_feature_057,deep_feature_058,deep_feature_059,deep_feature_060,deep_feature_061,deep_feature_062,deep_feature_063,deep_feature_064,deep_feature_065,deep_feature_066,deep_feature_067,deep_feature_068,deep_feature_069,deep_feature_070,deep_feature_071,deep_feature_072,deep_feature_073,deep_feature_074,deep_feature_075,deep_feature_076,deep_feature_077,deep_feature_078,deep_feature_079,deep_feature_080,deep_feature_081,deep_feature_082,deep_feature_083,deep_feature_084,deep_feature_085,deep_feature_086,deep_feature_087,deep_feature_088,deep_feature_089,deep_feature_090,deep_feature_091,deep_feature_092,deep_feature_093,deep_feature_094,deep_feature_095,deep_feature_096,deep_feature_097,deep_feature_098,deep_feature_099,deep_feature_100,deep_feature_101,deep_feature_102,deep_feature_103,deep_feature_104,deep_feature_105,deep_feature_106,deep_feature_107,deep_feature_108,deep_feature_109,deep_feature_110,deep_feature_111,deep_feature_112,deep_feature_113,deep_feature_114,deep_feature_115,deep_feature_116,deep_feature_117,deep_feature_118,deep_feature_119,deep_feature_120,deep_feature_121,deep_feature_122,deep_feature_123,deep_feature_124,deep_feature_125,deep_feature_126,deep_feature_127
synthetic_tile_010,0.73958105,0.90003,0.35622674,0.4707675,-0.16567954,-0.7438648,0.29778275,0.9364893,0.8956663,0.98098475,0.94147575,0.039193347,-0.42215574,-0.013315844,0.12423857,-0.44696242,0.57487005,-0.3582016,-0.109420456,0.6396401,-0.8082387,0.4030663,-0.9765131,-0.72328866,0.8285418,-0.64713913,0.8721972,-0.7423716,-0.8376044,0.062155873,0.57813466,-0.034438573,0.8878158,0.97789633,0.9764159,-0.22060692,0.7601771,0.8947219,-0.85611403,0.8816762,0.23089622,0.9697526,0.025781013,0.9898125,0.99144155,0.5025285,-0.83797383,0.7900988,0.9464718,0.54511493,-0.986237,0.06588355,-0.97825086,0.7311578,-0.8175095,0.6725571,0.8972566,-0.78759795,-0.6778683,-0.098141186,-0.15238796,0.360101,-0.8646763,-0.79150337,-0.8102083,0.20080298,-0.26674458,-0.78573185,-0.09592101,0.87838995,-0.8021261,-0.6747603,-0.51368576,0.3596274,0.8873858,-0.40125528,0.93620145,-0.19331528,-0.5488755,-0.99953896,0.57191694,0.86977184,-0.9573562,0.15232104,-0.86680233,0.2996307,-0.84619194,-0.4619017,0.3119939,0.8875868,0.934058,0.52049655,0.7656417,-0.031624995,-0.41578335,-0.9201727,-0.18936989,0.10172279,0.40015757,-0.64532393,-0.7485488,0.2838858,0.3709504,0.33038026,-0.8712222,-0.11202361,-0.917736,0.61948764,0.33347812,0.44962856,0.79609835,0.969731,-0.6003318,0.97627383,0.87358886,-0.8879414,-0.9898179,-0.76723653,0.29852208,-0.89518565,-0.9548573,0.45067266,0.46772283,-0.98056823,-0.15936752,0.44789794,0.7459479,-0.9168647
synthetic_tile_011,0.6568481,0.86955845,0.43840557,0.41243368,-0.20286335,-0.7349812,0.24014112,0.93276143,0.84878796,0.9797755,0.93869704,-0.16534744,-0.3690621,-0.19038548,0.14715171,-0.4908046,0.38188013,-0.25507894,-0.22363593,0.66155285,-0.8419625,0.31848645,-0.97608143,-0.6402417,0.77574986,-0.7506596,0.8416891,-0.7070299,-0.79834604,0.1878601,0.45598614,-0.18731716,0.9031164,0.9739492,0.96780443,0.102266744,0.66518986,0.9387378,-0.86153334,0.83147395,0.15567575,0.9673078,0.07860321,0.98697,0.9894933,0.41421032,-0.8023548,0.85639066,0.9526871,0.3952287,-0.98190385,-0.0014670448,-0.97940207,0.8081963,-0.846448,0.6814113,0.85671467,-0.7198876,-0.6228296,-0.31561375,-0.23610884,0.30806828,-0.8855694,-0.78473276,-0.7657417,0.09720177,-0.39469776,-0.719504,-0.13525762,0.8575907,-0.7496589,-0.71881646,-0.49783847,0.41995424,0.8619995,-0.34579998,0.9428914,-0.21924753,-0.48610583,-0.9996159,0.429865,0.8476984,-0.97347015,0.07038081,-0.8467482,0.27774712,-0.867528,-0.36030135,0.25188828,0.9070071,0.94886,0.54290634,0.7818541,-0.114918284,-0.41520154,-0.90955293,-0.21238743,0.20734179,0.11337199,-0.6992246,-0.7222863,0.17515323,0.47933295,0.21422124,-0.8918713,0.10767764,-0.8939372,0.691495,0.3381921,0.37470278,0.8374231,0.9511659,-0.51974726,0.9735215,0.8507289,-0.8906908,-0.98667103,-0.79657656,0.31128335,-0.92443943,-0.964797,0.51810175,0.39970496,-0.9878613,-0.19936486,0.35481018,0.76680875,-0.9312541
synthetic_tile_012,0.66507643,0.9277136,0.2918904,0.5042236,-0.06281761,-0.681668,0.48749846,0.9241538,0.8217631,0.97629297,0.91859615,-0.09427882,-0.47172838,0.06632691,0.116399825,-0.6302689,0.44966882,-0.2951781,-0.21555673,0.67586607,-0.84839064,0.44152007,-0.9850519,-0.7727916,0.81448954,-0.7127809,0.8725715,-0.74736863,-0.8848637,0.1002499,0.23953184,0.23565999,0.9119776,0.9707685,0.9658046,-0.08892301,0.6655197,0.8947585,-0.85574484,0.7685787,0.2781057,0.963001,0.10113276,0.9910993,0.9906265,0.54423386,-0.7962056,0.8349181,0.9515112,0.5356802,-0.9853956,0.0009416972,-0.97407734,0.70602584,-0.79455835,0.5553829,0.85748655,-0.81231153,-0.61231077,-0.36702767,-0.32828555,0.33134022,-0.7832729,-0.7471371,-0.78023046,0.25741538,-0.104469,-0.82862693,-0.01298879,0.8900761,-0.7340316,-0.70552766,-0.56704134,0.50483406,0.82624143,-0.21690094,0.9216274,-0.31310442,-0.5160544,-0.99955595,0.5686227,0.9216319,-0.96514684,0.15005286,-0.8486082,0.32395804,-0.8223765,-0.50265545,0.069444954,0.87631196,0.88831055,0.38047406,0.70111626,-0.06995474,-0.2756922,-0.9052031,-0.21370418,0.09553899,0.31958953,-0.66741145,-0.6996488,0.2155557,0.22797829,0.05844137,-0.82234704,0.2535915,-0.9155126,0.7210336,0.43264043,0.46031722,0.91205513,0.96898305,-0.5250892,0.974266,0.80317754,-0.90937304,-0.9852944,-0.59387237,0.21346469,-0.82792735,-0.9530699,0.5827328,0.3077527,-0.9892762,-0.2945417,0.5202232,0.8171956,-0.92464113
synthetic_tile_013,0.63274133,0.89803237,0.30047834,0.3515251,-0.12432959,-0.7263973,0.3907257,0.9185825,0.88219064,0.97922957,0.94039124,0.11837815,-0.43572,-0.10068948,0.120812126,-0.61204624,0.50753266,-0.38828778,-0.20091671,0.7879308,-0.80913115,0.3626254,-0.98237723,-0.7425539,0.81789035,-0.73157316,0.8271162,-0.70836586,-0.83270097,0.07586184,0.3558464,-0.1768825,0.9119855,0.96933323,0.97228503,-0.020074561,0.673315,0.9064143,-0.8205893,0.81251055,0.25557935,0.9660425,-0.02230158,0.9866516,0.9887167,0.40799254,-0.8418607,0.82376283,0.9344071,0.43928838,-0.9871383,0.024873344,-0.97359735,0.77346116,-0.840413,0.67214376,0.88398373,-0.7643644,-0.55632263,-0.2382832,-0.22962344,0.35315034,-0.79508483,-0.7532183,-0.80558795,0.113004066,-0.32427645,-0.7771542,-0.022781095,0.8948224,-0.78121513,-0.67898256,-0.502954,0.4722768,0.86810166,-0.39874488,0.9306934,-0.26048002,-0.5184095,-0.9995596,0.4980406,0.8971132,-0.9691292,0.15285769,-0.86789924,0.4254989,-0.87588286,-0.35578287,0.22855121,0.91980183,0.9374326,0.5673067,0.7681067,-0.12297039,-0.26934382,-0.917015,-0.15691432,0.19318523,0.23388399,-0.6696575,-0.7423419,0.3388378,0.43113515,0.1724952,-0.89270127,-0.07001106,-0.9406497,0.69323534,0.3347753,0.35092294,0.8607435,0.9658391,-0.601511,0.9816972,0.8801858,-0.8916599,-0.9854876,-0.8068774,0.23324506,-0.9043776,-0.95408154,0.5664975,0.4284765,-0.9882845,-0.16414236,0.48758668,0.7716716,-0.91627085
synthetic_tile_014,0.6687986,0.8859978,0.2070237,0.3434674,-0.058735624,-0.6772138,0.18304679,0.8914389,0.8997912,0.97523385,0.9513709,0.07550971,-0.18856147,0.050956067,-0.0021108058,-0.6102703,0.3476978,-0.35234246,-0.2126644,0.7591511,-0.84528095,0.3800175,-0.9771114,-0.76008457,0.8438974,-0.70686823,0.77333236,-0.61749285,-0.85369927,0.10044657,0.35764784,-0.027103202,0.9123932,0.9693567,0.96005285,-0.21731068,0.70424557,0.8953916,-0.83331937,0.79020053,0.24358463,0.9692271,0.16965635,0.98803085,0.98731244,0.5269494,-0.8307559,0.84683317,0.93044823,0.41654533,-0.98408484,0.27448168,-0.97675717,0.75984836,-0.89080733,0.6302914,0.87149614,-0.700488,-0.5680266,-0.41662636,-0.17106412,0.12904729,-0.86341614,-0.78336126,-0.6972189,0.19599171,-0.2924693,-0.78880244,0.1801515,0.83299667,-0.8612716,-0.80299866,-0.59034735,0.5449685,0.8583197,-0.07516123,0.9148069,-0.30566636,-0.55752033,-0.99950725,0.5162839,0.909373,-0.97188085,0.108527556,-0.8990283,0.25101787,-0.7690421,-0.28162506,0.19615623,0.909222,0.95283574,0.41041246,0.7301644,-0.07126015,-0.33088204,-0.9229109,0.054896187,0.17348215,0.16374606,-0.6254036,-0.70826006,0.13129014,0.39908427,0.37685218,-0.8906898,-0.20813861,-0.9319962,0.71683276,0.58170635,0.469905,0.8605205,0.9646037,-0.4279072,0.9637961,0.88536656,-0.89440924,-0.98286295,-0.72894895,0.16495956,-0.8712355,-0.9411732,0.5661533,0.5602079,-0.9833909,-0.31719604,0.4100787,0.8196887,-0.8971556
synthetic_tile_015,0.66947126,0.9077298,0.36042276,0.38836417,-0.13985625,-0.6209129,0.34687683,0.9288244,0.88388,0.980585,0.92200834,0.053167958,-0.36989674,-0.18030591,0.17094274,-0.6400827,0.4826634,-0.34958386,-0.2694817,0.6648961,-0.8242788,0.29178423,-0.97531015,-0.72080916,0.83836955,-0.64521456,0.8660741,-0.7314164,-0.82814574,0.20708206,0.28229362,-0.07503531,0.90840155,0.97467804,0.96661496,-0.24330452,0.62041044,0.9284297,-0.849053,0.8005429,0.19685176,0.96293855,0.057797585,0.9872285,0.99189925,0.45346525,-0.8172498,0.8081499,0.9514616,0.46082366,-0.9856766,-0.0156153375,-0.96600676,0.7370149,-0.82912886,0.7006674,0.86868197,-0.7373151,-0.66797566,-0.16789338,-0.16831444,0.20589261,-0.8193478,-0.7455412,-0.77244097,0.15895088,-0.20592839,-0.8060028,-0.10902485,0.865202,-0.75591934,-0.7866326,-0.66340154,0.4057665,0.85937196,-0.25897023,0.9306595,-0.25069165,-0.47399879,-0.9995754,0.41719443,0.8965728,-0.96956617,0.14596938,-0.83307356,0.2851968,-0.88274693,-0.33902872,-0.045143954,0.865263,0.9403991,0.48621622,0.7551636,-0.12724413,-0.29896632,-0.92518777,-0.09048368,0.30159345,0.27623472,-0.6556783,-0.71630806,0.21999316,0.44586733,0.22135551,-0.84985596,-0.094246075,-0.8839741,0.66387093,0.4462885,0.45021152,0.8746329,0.95734376,-0.5246113,0.9681421,0.8551886,-0.91279966,-0.9895536,-0.7500024,0.23190619,-0.8623287,-0.9602342,0.44027767,0.4468739,-0.9877997,-0.2725531,0.40889594,0.7665044,-0.9481834
synthetic_tile_016,0.06122435,0.7395843,0.27179953,0.46910337,-0.38859835,-0.6371912,0.035227202,0.79524744,0.655038,0.8152559,0.7743876,-0.13627355,-0.02332866,-0.13454701,0.026147794,-0.2993051,0.059729725,-0.14062436,-0.2521698,0.16641167,-0.7714069,-0.1808956,-0.9394283,-0.44565317,0.648832,-0.539875,0.5228656,-0.63284546,-0.54066926,0.17463209,0.37730697,0.2415474,0.81702393,0.8720624,0.89506793,0.023006149,0.6160435,0.5567973,-0.47080773,0.63889915,-0.20200746,0.9051351,0.12085955,0.9162717,0.8956695,0.16855851,-0.6040094,0.6707215,0.9047083,0.2925202,-0.9055196,0.101510026,-0.88804746,0.53273594,-0.45920926,0.36860892,0.62242264,-0.40600473,-0.23951994,-0.41206235,0.012170219,-0.05383804,-0.753863,-0.54641527,-0.4758639,0.041108917,-0.018947043,-0.3118004,-0.062245898,0.56587875,-0.6305009,-0.6562274,-0.46528792,0.25832695,0.465475,-0.33473396,0.7580657,-0.2273813,-0.48419458,-0.9928184,0.4966078,0.7536957,-0.88272256,0.020530475,-0.7584635,0.2648385,-0.54847324,-0.53107756,0.4453979,0.40482387,0.87870157,0.3463126,0.51464283,-0.24877149,-0.21354836,-0.6910565,0.025847714,-0.046291508,0.3801966,-0.7716072,-0.44870448,-0.11555074,0.45059735,0.09443119,-0.7018596,0.0021393416,-0.67774254,0.5449741,0.3436844,0.5840975,0.8732129,0.8814247,-0.5085299,0.9083762,0.49972048,-0.8262903,-0.9140504,-0.23809622,-0.12286088,-0.49561113,-0.8235037,0.23328726,0.20234276,-0.9043389,-0.14934114,0.51728976,0.52406824,-0.8955719
synthetic_tile_017,0.16970555,0.8124298,0.26596105,0.3161746,-0.1884156,-0.562481,0.14141902,0.65683675,0.6197595,0.80335194,0.5859374,0.016940523,0.043792978,0.26821014,0.3357088,-0.09497925,0.099906355,0.069396906,-0.062348615,0.19416094,-0.66311985,0.09757176,-0.88083977,-0.26799655,0.66013485,-0.49954328,0.59347904,-0.48050368,-0.36628887,0.26240999,0.28567052,0.2386562,0.7592856,0.83025205,0.87381727,-0.08815758,0.37011927,0.70167446,-0.42310554,0.61871755,0.020436015,0.86754876,0.11558056,0.8291166,0.9108166,0.26194203,-0.6005942,0.5630155,0.83622324,0.44158182,-0.9027597,0.05790172,-0.8700129,0.5919515,-0.40010887,0.43850386,0.5679321,-0.44048694,-0.27208334,-0.2490379,0.10324339,-0.04132506,-0.7849386,-0.3968323,-0.522783,-0.11911858,-0.2402065,-0.27380797,-0.014228486,0.62756383,-0.53904146,-0.58916044,-0.4347716,0.38837892,0.38609672,-0.49706507,0.73342234,0.04927106,-0.14206462,-0.96660376,0.39207742,0.6403692,-0.8676379,0.07805822,-0.6467786,0.3719007,-0.563884,-0.41395032,0.25927612,0.4794091,0.8644668,0.38766497,0.21502501,-0.17773524,-0.00505141,-0.7402794,0.2192615,0.1639842,0.27801523,-0.62177116,-0.35763887,-0.018082138,0.34450498,-0.2544565,-0.73121107,0.18654084,-0.7147243,0.45841962,0.3868805,0.54334414,0.8600142,0.82767594,-0.3194872,0.8731429,0.46057758,-0.5964499,-0.93265533,-0.4815621,-0.18665761,-0.5765178,-0.77114606,0.31003577,0.34211254,-0.9088795,-0.31596726,0.49549577,0.60079175,-0.8436433
synthetic_tile_018,0.14710757,0.8396351,0.094677,0.5150879,0.0026926184,-0.6456479,0.22809832,0.81972,0.55892926,0.8989089,0.6691964,-0.10089522,0.021028861,0.18002646,0.12211169,-0.3478993,-0.010786339,-0.10874214,-0.051068492,0.42207727,-0.805452,0.060419776,-0.9601942,-0.49001098,0.71830374,-0.5127899,0.6781261,-0.68789124,-0.4443744,0.2206234,0.47968373,0.17016335,0.8454143,0.9257838,0.89169204,-0.07229842,0.67427987,0.75495833,-0.51595163,0.6410925,-0.18771768,0.90276295,0.045766905,0.9648132,0.9535887,0.29018688,-0.58274126,0.7547845,0.9360466,0.4020474,-0.9403443,0.06686164,-0.9242303,0.68301797,-0.4843935,0.4632731,0.6463671,-0.53778136,-0.35721716,-0.15742229,0.14445215,0.3170628,-0.8383324,-0.5731031,-0.6254862,0.091248706,-0.25246027,-0.57499117,0.09393888,0.6796893,-0.7041648,-0.6955868,-0.4375418,0.4559817,0.59242904,-0.42694026,0.8258948,-0.23800105,-0.52746844,-0.9961175,0.3893513,0.72551745,-0.88756895,0.20897119,-0.8437472,0.38137582,-0.5153146,-0.5034713,0.4081538,0.7206348,0.9137823,0.32981035,0.63573647,-0.2543545,-0.22660854,-0.81504,0.11387076,-0.05920769,0.14424329,-0.7795826,-0.40055034,-0.052788984,0.24382454,-0.060153,-0.80794436,0.055186242,-0.7102421,0.48663923,0.36839652,0.6436303,0.87648886,0.91537434,-0.36753398,0.9527834,0.65179026,-0.81878334,-0.95741576,-0.34070092,-0.10093243,-0.5753731,-0.8870322,0.4264804,0.4065014,-0.9458036,-0.15223129,0.6520137,0.4301503,-0.92382246
synthetic_tile_019,0.725341,0.91806835,0.25399068,0.24740489,-0.08198179,-0.70223284,0.40366203,0.8970246,0.8857337,0.97981626,0.9439948,0.09539755,-0.25770718,0.037021577,0.117336385,-0.55501634,0.399415,-0.4140333,-0.1715098,0.6666393,-0.80673355,0.20854817,-0.97640455,-0.78859305,0.83223355,-0.6900038,0.8279668,-0.7010954,-0.8439217,0.06556938,0.3735756,-0.16389322,0.93166536,0.9750944,0.9701257,-0.100728095,0.63296914,0.9147619,-0.8302896,0.8830042,0.167989,0.9741973,0.054837383,0.9804235,0.9917611,0.5024431,-0.8473869,0.83387405,0.91327405,0.21252072,-0.9882165,0.10013971,-0.96601266,0.85095376,-0.8718709,0.6822891,0.9018155,-0.7740519,-0.522413,-0.31228143,-0.24212186,0.13295087,-0.7860117,-0.7905325,-0.7033052,0.028696181,-0.13970755,-0.7106693,0.15438695,0.89431447,-0.7968082,-0.67621833,-0.5747895,0.5204109,0.87026316,-0.3976995,0.926079,-0.18677795,-0.44903883,-0.9994276,0.3768448,0.92921937,-0.9663215,0.23543283,-0.88930905,0.23272353,-0.8497012,-0.38752773,0.06829295,0.8691828,0.935575,0.51861954,0.65871066,-0.22732942,-0.20796636,-0.913899,-0.16087197,0.038903296,0.2190987,-0.75126725,-0.7019132,0.3189887,0.56742144,0.20036985,-0.89187783,0.08271481,-0.8646346,0.6348095,0.42694718,0.4850566,0.8977532,0.9490763,-0.5933188,0.9750132,0.86143327,-0.8822126,-0.9875088,-0.7290586,0.22523472,-0.8615334,-0.97352767,0.610436,0.33898747,-0.9879151,-0.1622593,0.59419674,0.81303465,-0.9522732
synthetic_tile_020,0.22494617,0.6082651,0.44337174,0.33713096,-0.21169786,-0.42538753,0.124235466,0.7770509,0.43156883,0.74415976,0.6360538,-0.2430597,-0.1431609,-0.15255381,-0.0026127414,-0.22138125,-0.0691022,-0.085177116,-0.36254364,0.545666,-0.7845001,0.15264954,-0.87331975,-0.34054908,0.66524,-0.50153154,0.70921814,-0.2781722,-0.5733543,0.065880984,0.42259446,-0.021656293,0.7693226,0.8618405,0.71241575,0.04486609,0.36848104,0.38962182,-0.26592076,0.46864882,-0.16965787,0.6316366,0.009388931,0.83339965,0.8045611,-0.0040715486,-0.624591,0.6177307,0.8340718,0.33498466,-0.8228841,0.453988,-0.8582153,0.58774114,-0.43935895,0.5536025,0.67493117,-0.5438887,-0.22511294,-0.40172276,0.19274437,0.1298476,-0.71654457,-0.4839046,-0.5173789,0.24952969,-0.14220406,-0.28452423,0.03649381,0.6484388,-0.6627616,-0.4478397,-0.35615215,0.16819476,0.3851995,-0.24106303,0.7064298,-0.44765016,-0.24620159,-0.9696028,0.33223432,0.55366004,-0.76032263,0.30658022,-0.80759746,0.3713395,-0.52447224,-0.335906,0.31717256,0.51354295,0.7910018,0.3533883,0.53290546,0.03143076,0.023377633,-0.7285418,0.12292503,0.066273116,0.185897,-0.6030557,-0.2420808,-0.07359993,0.15498762,-0.10271666,-0.72331476,-0.0016204272,-0.7272458,0.52890927,0.09959997,0.55639654,0.7262649,0.8004966,-0.42151633,0.829877,0.37098873,-0.8233167,-0.905557,-0.287604,-0.3079378,-0.24758357,-0.7727769,-0.12865679,0.2027485,-0.8941608,-0.26469457,0.48248747,0.29596502,-0.7476123
synthetic_tile_021,0.26612514,0.89567393,0.13278532,0.53493285,-0.06504748,-0.676598,0.21530187,0.81836784,0.6592299,0.9461785,0.80706865,-0.07814688,-0.16820036,-0.0050420333,-0.122698724,-0.38208637,-0.10316344,-0.24460767,-0.06396832,0.2621099,-0.81155586,0.111989364,-0.9620126,-0.62116235,0.8404185,-0.52790886,0.6381327,-0.7455637,-0.43496054,0.42350578,0.34008116,-0.01303344,0.8533458,0.9452877,0.92773825,-0.05963709,0.8240046,0.80325276,-0.546449,0.62169296,-0.21538197,0.9248497,0.23292014,0.98494077,0.971383,0.28398222,-0.66318,0.76999396,0.9673004,0.4483152,-0.9565742,-0.12883134,-0.92712545,0.72564745,-0.751253,0.49565488,0.6519189,-0.45489976,-0.405079,-0.27799228,-0.048976164,0.43624014,-0.86468333,-0.60873866,-0.6996767,-0.018772725,-0.2727951,-0.68938017,-0.064859115,0.78357875,-0.8263618,-0.6760705,-0.52374315,0.2972756,0.7535178,-0.51792413,0.8021447,-0.27364492,-0.50793463,-0.9982517,0.44117945,0.81148094,-0.9335685,0.14976263,-0.87668276,0.16304891,-0.6121383,-0.5336904,0.640847,0.8116475,0.93848944,0.29222363,0.67171276,-0.22991008,-0.29083234,-0.8233181,0.016907109,-0.38221696,0.08509892,-0.8555698,-0.5988534,0.07260336,0.28539285,0.2047716,-0.84350795,0.16232924,-0.71911013,0.41798857,0.24513125,0.72452265,0.9011812,0.9268851,-0.42711172,0.9657104,0.7698198,-0.81122595,-0.9657688,-0.49532726,-0.04553084,-0.6406214,-0.9435552,0.60876137,0.28155005,-0.9659929,-0.17217147,0.6429775,0.52096885,-0.9164514
synthetic_tile_022,0.16347302,0.79101473,0.23412253,0.5508688,-0.15102416,-0.5683891,0.050419867,0.8175734,0.52822787,0.7452657,0.78413534,0.0066865133,-0.17695932,0.06564277,0.061774574,-0.24327725,0.26475403,-0.037349544,-0.3591911,0.4586584,-0.75447,0.103650846,-0.89481014,-0.28445423,0.697292,-0.43985474,0.6680554,-0.26792794,-0.50014234,-0.050237957,0.44013625,0.38345465,0.72255975,0.8610667,0.80497617,0.1854432,0.43939936,0.5223446,-0.265474,0.61253166,0.23964763,0.72941303,0.115281306,0.87578434,0.85746604,0.053078853,-0.59421015,0.58948624,0.83519703,0.4721196,-0.82075936,0.18731458,-0.9034264,0.46782735,-0.3009741,0.22634524,0.69768345,-0.48001543,-0.19939043,-0.44848138,0.21675254,-0.04510131,-0.7486682,-0.56029195,-0.5359167,0.16662684,-0.25381055,-0.21667792,0.24888927,0.6444444,-0.6618629,-0.6145771,-0.28723788,0.1702306,0.22882576,-0.36828667,0.69968915,-0.3135032,-0.34780714,-0.9789822,0.40894708,0.5192626,-0.8372556,0.06462168,-0.736583,0.26225954,-0.5282462,-0.50936776,0.23028015,0.67607623,0.85769254,0.54539394,0.44214526,-0.064451076,-0.24484907,-0.7458403,0.11615173,0.008352238,0.30496195,-0.6174714,-0.33054817,-0.041488808,0.31691536,0.03531255,-0.63806605,0.09120105,-0.77629143,0.3693092,0.30419067,0.6820344,0.8722834,0.88901925,-0.22539659,0.9006076,0.6778164,-0.7350635,-0.9125988,-0.36054558,-0.26411998,-0.5529927,-0.82031107,0.24576205,0.23657618,-0.90036905,-0.17209746,0.4645942,0.4767458,-0.77463335
synthetic_tile_023,0.13646656,0.8725903,0.23926115,0.5440271,-0.12048762,-0.70098865,0.26627332,0.84101826,0.6566353,0.92666185,0.8069414,-0.071154915,-0.16191511,-0.04139179,-0.07302485,-0.42226204,-0.011835738,-0.28141075,-0.03876921,0.35983086,-0.8195706,0.1298624,-0.96278876,-0.6424747,0.81262136,-0.54484427,0.67382526,-0.7329217,-0.50533354,0.44262066,0.2747009,0.08350136,0.86753446,0.9466443,0.9198628,-0.11949723,0.7164717,0.7617353,-0.51555735,0.73765665,-0.09682883,0.92625856,0.1543938,0.9844246,0.9702959,0.17072503,-0.6989038,0.71653926,0.9580163,0.56870294,-0.95101255,-0.100397676,-0.92392766,0.68804497,-0.6736829,0.50858766,0.6981962,-0.43873268,-0.3976798,-0.03582382,0.13182566,0.4984352,-0.843089,-0.60482395,-0.6842554,0.13195747,-0.15074983,-0.5549245,0.020147383,0.7306862,-0.7746986,-0.6918102,-0.4349618,0.331396,0.7041134,-0.41704968,0.8651807,-0.066394955,-0.48043737,-0.99802774,0.54839367,0.8116813,-0.9186154,0.16342835,-0.82081956,0.19550359,-0.56246084,-0.57698536,0.6667105,0.7328201,0.9388668,0.3598469,0.66614217,-0.2863245,-0.1352674,-0.8335098,0.05746355,-0.099040516,0.1347289,-0.8483318,-0.6606597,-0.05603379,0.3814714,0.3595167,-0.79386723,0.09756151,-0.79546386,0.50747865,0.22546974,0.6932509,0.91738033,0.92300594,-0.37813798,0.947932,0.78610146,-0.7988036,-0.9556576,-0.40605998,-0.17951539,-0.5801139,-0.916356,0.5799892,0.38987595,-0.9580669,-0.018103544,0.59806013,0.4927616,-0.9241987
synthetic_tile_024,0.38880056,0.88153213,0.18542115,0.5446708,-0.1258071,-0.64379686,0.14319487,0.919518,0.808699,0.9607309,0.8066633,0.09383613,-0.005851932,-0.18624964,0.049871225,-0.1886938,0.28335413,-0.37825853,-0.20678627,0.42762372,-0.7660664,0.25090253,-0.9747646,-0.50133413,0.8464607,-0.5145835,0.71751505,-0.6672085,-0.6245227,0.19543853,0.37152028,0.09191918,0.84452397,0.96037245,0.9492351,-0.0073729907,0.7831242,0.86491686,-0.5819989,0.8092576,0.024023185,0.9513605,0.18669839,0.98484707,0.979765,0.48421735,-0.73503244,0.77772874,0.952028,0.35493323,-0.97304654,-0.0795962,-0.94129694,0.7474542,-0.81822866,0.4797659,0.75615734,-0.64541036,-0.52615136,-0.15977968,-0.13027585,0.49201274,-0.779979,-0.6444786,-0.7355914,0.009278549,-0.32073927,-0.6255794,0.06861424,0.81530166,-0.83378273,-0.6374808,-0.39796636,0.5475061,0.8503356,-0.60576415,0.9102263,-0.137225,-0.5867432,-0.9989199,0.45336655,0.8397155,-0.94115335,0.12436528,-0.80909973,0.27715406,-0.7444204,-0.48356932,0.46501148,0.906197,0.9275878,0.31482562,0.7330741,-0.0402631,-0.2722814,-0.8861907,-0.15905884,-0.07910293,0.12976225,-0.7113807,-0.63533485,0.27554956,0.5303244,0.10109678,-0.87733686,0.055701226,-0.8907198,0.5355689,0.3047061,0.64396024,0.87242043,0.9639323,-0.42195392,0.9696001,0.80139184,-0.82271165,-0.98056525,-0.56585056,0.050808012,-0.7832952,-0.95442027,0.57441515,0.3545683,-0.971785,-0.10126675,0.5139695,0.6671762,-0.907999
